chr1	987525	987526	240	8.15e-23	1.61e-21
chr1	992587	992588	344	7.46e-81	9.38e-79
chr1	1000781	1000839	269	1.06e-41	3.83e-40
chr1	1005203	1005226	276	1.66e-44	6.59e-43
chr1	1024745	1024766	210	2.69e-50	1.27e-48
chr1	1036938	1036952	155	4.92e-24	1e-22
chr1	1039460	1039461	124	8.86e-13	1.3e-11
chr1	1051925	1051940	166	2.12e-16	3.47e-15
chr1	1054359	1054360	219	2.93e-40	1.01e-38
chr1	1072188	1072188	111	5.35e-09	7e-08
chr1	1161629	1161630	164	7.97e-28	1.82e-26
chr1	1236173	1236190	215	1.3e-43	4.98e-42
chr1	1237451	1237468	168	1.23e-19	2.21e-18
chr1	1245392	1245396	238	3.95e-62	2.74e-60
chr1	1260592	1260595	124	8.86e-13	1.3e-11
chr1	1331414	1331425	195	1.94e-42	7.1e-41
chr1	1342049	1342060	250	1.99e-73	2e-71
chr1	1357193	1357194	103	5.52e-07	6.78e-06
chr1	1389391	1389399	154	4.36e-17	7.26e-16
chr1	1398976	1398977	308	1.92e-52	9.78e-51
chr1	1406413	1406413	245	2.32e-43	8.78e-42
chr1	1407407	1407408	290	2.46e-69	2.18e-67
chr1	1486807	1486809	390	1.67e-133	1.06e-130
chr1	1501740	1501741	183	1.64e-36	4.96e-35
chr1	1514395	1514494	145	4.37e-20	7.95e-19
chr1	1541295	1541296	343	5.24e-79	6.21e-77
chr1	1548707	1548709	361	6.72e-71	6.23e-69
chr1	1556392	1556393	232	7.34e-33	1.99e-31
chr1	1571522	1571522	149	1.25e-21	2.37e-20
chr1	1582917	1582917	213	6.34e-52	3.17e-50
chr1	1583646	1583647	213	6.34e-52	3.17e-50
chr1	1593063	1593064	106	1.04e-07	1.3e-06
chr1	1618703	1618705	202	4.79e-46	1.97e-44
chr1	1679665	1679665	147	7.48e-21	1.39e-19
chr1	1685487	1685488	260	1.16e-79	1.41e-77
chr1	1717600	1717603	172	2.26e-31	5.8e-30
chr1	1731283	1731299	122	3.7e-12	5.33e-11
chr1	1732807	1732812	108	3.26e-08	4.16e-07
chr1	1747189	1747190	313	2.03e-28	4.77e-27
chr1	1748573	1748574	339	3.37e-17	5.67e-16
chr1	1753446	1753493	379	1e-60	6.61e-59
chr1	1762698	1762700	167	3.89e-29	9.3e-28
chr1	1792030	1792031	259	5.64e-17	9.4e-16
chr1	1793352	1793353	382	1.73e-60	1.14e-58
chr1	1816129	1816150	138	1.7e-17	2.87e-16
chr1	1843498	1843525	194	6.21e-42	2.25e-40
chr1	1926863	1926896	105	1.83e-07	2.28e-06
chr1	1953898	1953902	133	9.71e-16	1.56e-14
chr1	1959691	1959704	140	3.2e-18	5.51e-17
chr1	1971188	1971190	322	5.38e-72	5.21e-70
chr1	1980526	1980529	243	4.07e-38	1.3e-36
chr1	2014993	2014994	114	8.14e-10	1.09e-08
chr1	2015790	2015832	117	1.15e-10	1.57e-09
chr1	2029144	2029145	231	4.58e-62	3.15e-60
chr1	2036433	2036434	136	8.76e-17	1.45e-15
chr1	2056583	2056631	133	9.71e-16	1.56e-14
chr1	2057312	2057319	125	4.28e-13	6.36e-12
chr1	2084222	2084225	282	1.78e-40	6.19e-39
chr1	2085666	2085668	436	9.78e-138	7.22e-135
chr1	2104216	2104224	323	2.69e-118	1.08e-115
chr1	2128375	2128376	202	4.79e-46	1.97e-44
chr1	2136734	2136742	177	9.37e-28	2.14e-26
chr1	2153390	2153390	264	3.22e-34	9.13e-33
chr1	2157566	2157568	188	1.1e-09	1.48e-08
chr1	2166168	2166168	305	1.02e-68	8.86e-67
chr1	2174477	2174480	232	2.67e-26	5.86e-25
chr1	2177029	2177039	299	3.29e-62	2.29e-60
chr1	2233565	2233589	242	1.45e-68	1.24e-66
chr1	2240486	2240488	117	1.15e-10	1.57e-09
chr1	2260425	2260429	276	4.8e-42	1.75e-40
chr1	2261904	2261921	295	5.74e-34	1.61e-32
chr1	2269017	2269066	231	3.84e-25	8.12e-24
chr1	2280567	2280645	188	4.86e-34	1.36e-32
chr1	2287597	2287598	234	4.93e-50	2.32e-48
chr1	2290658	2290689	157	1.18e-15	1.89e-14
chr1	2299775	2299803	159	1.08e-25	2.32e-24
chr1	2390957	2390967	230	1.74e-61	1.17e-59
chr1	2426561	2426563	137	3.87e-17	6.46e-16
chr1	2438108	2438135	405	2.76e-138	2.08e-135
chr1	2444490	2444496	235	1.21e-46	5.11e-45
chr1	2467823	2467824	280	1.22e-18	2.14e-17
chr1	2475250	2475250	581	2.67e-65	2.05e-63
chr1	2502470	2502475	125	4.28e-13	6.36e-12
chr1	2570631	2570632	426	4.74e-108	1.39e-105
chr1	2577766	2577766	288	1.31e-33	3.62e-32
chr1	2580407	2580409	228	1.41e-18	2.45e-17
chr1	2584882	2584884	163	3.82e-16	6.23e-15
chr1	2601451	2601451	166	1.07e-28	2.52e-27
chr1	2626669	2626671	308	3.23e-72	3.16e-70
chr1	2631584	2631593	213	2.97e-17	5e-16
chr1	2637279	2637282	195	4.85e-24	9.98e-23
chr1	2643621	2643625	153	1.54e-09	2.04e-08
chr1	2652268	2652268	298	1.06e-75	1.13e-73
chr1	2671840	2671842	199	7.21e-26	1.56e-24
chr1	2695945	2695945	153	3.19e-23	6.37e-22
chr1	2708055	2708056	175	8.31e-17	1.38e-15
chr1	2712387	2712406	214	4.01e-35	1.17e-33
chr1	2720399	2720399	204	4.27e-47	1.81e-45
chr1	2721084	2721085	146	1.81e-20	3.34e-19
chr1	2735617	2735619	155	1.59e-23	3.21e-22
chr1	2741204	2741221	236	2.39e-47	1.03e-45
chr1	2742800	2742812	220	7.01e-39	2.29e-37
chr1	2765376	2765386	120	1.5e-11	2.12e-10
chr1	2836676	2836685	227	4.64e-34	1.3e-32
chr1	2841011	2841014	276	1.96e-43	7.42e-42
chr1	2847019	2847020	333	1.11e-97	2.39e-95
chr1	2883867	2883881	285	1.22e-55	6.87e-54
chr1	2886543	2886544	180	6.2e-08	7.84e-07
chr1	2893898	2894083	122	2.13e-08	2.73e-07
chr1	2944947	2944949	115	4.27e-10	5.77e-09
chr1	2973052	2973060	158	2.84e-25	6.01e-24
chr1	2987504	2987505	474	1.31e-167	2.4e-164
chr1	2996466	2996470	323	8.05e-73	8e-71
chr1	3013901	3013912	121	7.47e-12	1.07e-10
chr1	3124447	3124460	190	6.27e-40	2.12e-38
chr1	3136403	3136405	242	8.07e-35	2.33e-33
chr1	3137088	3137108	255	2.09e-41	7.45e-40
chr1	3157636	3157639	296	1.95e-103	4.94e-101
chr1	3191467	3191589	122	3.7e-12	5.33e-11
chr1	3198526	3198583	235	6.25e-55	3.46e-53
chr1	3202326	3202327	149	1.14e-09	1.53e-08
chr1	3222492	3222499	234	1.18e-49	5.45e-48
chr1	3230926	3230943	215	5.88e-31	1.5e-29
chr1	3231650	3231655	249	1.1e-48	4.91e-47
chr1	3245280	3245283	199	1.2e-13	1.82e-12
chr1	3246117	3246118	219	3.73e-18	6.43e-17
chr1	3249793	3249794	312	1.31e-54	7.13e-53
chr1	3265906	3265907	122	2.13e-08	2.73e-07
chr1	3267562	3267563	137	3.35e-07	4.13e-06
chr1	3271808	3271810	149	1.97e-12	2.87e-11
chr1	3284444	3284450	437	1.8e-115	6.57e-113
chr1	3291982	3291982	256	5.86e-21	1.1e-19
chr1	3296503	3296505	237	2.47e-32	6.6e-31
chr1	3297040	3297042	238	6.77e-30	1.66e-28
chr1	3302376	3302405	247	2.71e-37	8.39e-36
chr1	3306648	3306678	206	1.62e-21	3.07e-20
chr1	3312782	3312797	224	4.96e-44	1.93e-42
chr1	3378824	3378828	147	7.48e-21	1.39e-19
chr1	3385552	3385554	138	1.7e-17	2.87e-16
chr1	3404715	3404717	216	1.43e-53	7.57e-52
chr1	3416443	3416480	141	4.38e-09	5.76e-08
chr1	3417986	3417989	196	6e-27	1.34e-25
chr1	3418586	3418598	204	6.91e-30	1.69e-28
chr1	3426916	3426917	249	7.06e-71	6.53e-69
chr1	3459288	3459290	145	4.37e-20	7.95e-19
chr1	3473990	3473991	139	7.4e-18	1.26e-16
chr1	3484823	3484827	154	1.26e-23	2.54e-22
chr1	3485362	3485365	156	1.91e-24	3.96e-23
chr1	3511934	3511935	180	4.43e-35	1.28e-33
chr1	3521394	3521397	215	9.29e-30	2.27e-28
chr1	3524712	3524713	149	2.64e-07	3.27e-06
chr1	3535415	3535416	327	8.37e-53	4.34e-51
chr1	3540949	3540950	429	1.55e-102	3.81e-100
chr1	3554396	3554397	235	7.27e-29	1.73e-27
chr1	3556780	3556824	261	1.8e-51	8.97e-50
chr1	3628275	3628303	134	4.39e-16	7.1e-15
chr1	3634433	3634433	213	2.25e-39	7.45e-38
chr1	3635379	3635412	177	2.48e-22	4.83e-21
chr1	3642186	3642187	165	6.03e-19	1.06e-17
chr1	3643409	3643435	137	7.41e-09	9.68e-08
chr1	3647930	3647969	123	3.42e-10	4.65e-09
chr1	3653934	3653938	141	1.37e-18	2.39e-17
chr1	3666747	3666748	208	2.49e-45	1e-43
chr1	3673533	3673533	185	2.38e-17	4.01e-16
chr1	3680696	3680697	340	9.65e-114	3.34e-111
chr1	3690191	3690193	127	1.01e-10	1.4e-09
chr1	3693060	3693253	109	1.8e-08	2.32e-07
chr1	3726553	3726556	131	4.66e-15	7.34e-14
chr1	3797546	3797547	170	1.8e-30	4.49e-29
chr1	3815989	3816008	130	1.01e-14	1.57e-13
chr1	3855029	3855049	126	2.05e-13	3.08e-12
chr1	3869263	3869263	262	4.64e-44	1.81e-42
chr1	3871121	3871127	293	7.27e-39	2.37e-37
chr1	3875333	3875334	200	2.72e-13	4.07e-12
chr1	3887334	3887339	323	2.83e-67	2.31e-65
chr1	3902421	3902422	192	6.31e-41	2.21e-39
chr1	3913195	3913197	122	2.93e-10	3.98e-09
chr1	3914252	3914261	190	6.27e-40	2.12e-38
chr1	3929213	3929213	285	2.19e-56	1.27e-54
chr1	3934701	3934703	301	2.04e-51	1.01e-49
chr1	3937838	3938233	187	1.7e-12	2.5e-11
chr1	3953393	3953402	250	1.99e-73	2e-71
chr1	3963723	3963732	122	3.7e-12	5.33e-11
chr1	3964925	3964932	106	1.04e-07	1.3e-06
chr1	3974341	3974471	184	5.43e-37	1.66e-35
chr1	3982875	3982881	131	4.23e-11	5.91e-10
chr1	3987212	3987214	138	2.98e-09	3.93e-08
chr1	3990124	3990133	106	1.04e-07	1.3e-06
chr1	3991609	3991611	119	2.97e-11	4.17e-10
chr1	4019101	4019102	222	1.77e-31	4.59e-30
chr1	4023657	4023661	209	8.33e-29	1.98e-27
chr1	4061932	4061932	209	9.31e-50	4.32e-48
chr1	4122603	4122604	219	3.52e-34	9.97e-33
chr1	4125363	4125371	178	2.42e-14	3.74e-13
chr1	4126356	4126360	181	1.69e-15	2.7e-14
chr1	4134412	4134413	204	3.34e-35	9.77e-34
chr1	4144887	4144893	398	7.28e-127	3.77e-124
chr1	4174232	4174233	220	8.58e-56	4.86e-54
chr1	4198057	4198057	198	1.27e-37	4e-36
chr1	4226669	4226669	230	1.37e-48	6.09e-47
chr1	4234787	4234788	262	3.52e-65	2.71e-63
chr1	4245251	4245275	192	6.31e-41	2.21e-39
chr1	4255768	4255770	163	8.02e-10	1.08e-08
chr1	4264598	4264599	317	6.13e-49	2.78e-47
chr1	4285359	4285365	253	8.61e-61	5.7e-59
chr1	4293769	4293770	290	4.27e-53	2.24e-51
chr1	4299408	4299408	288	6.79e-60	4.41e-58
chr1	4307660	4307706	187	1.89e-38	6.06e-37
chr1	4351387	4351404	293	2.22e-101	5.23e-99
chr1	4385568	4385568	249	8.19e-73	8.08e-71
chr1	4421625	4421629	212	2.22e-51	1.09e-49
chr1	4422326	4422329	224	4.78e-58	2.91e-56
chr1	4436854	4436854	176	3.31e-33	9.02e-32
chr1	4466504	4466564	222	3.4e-51	1.67e-49
chr1	4475224	4475235	319	6.81e-82	8.83e-80
chr1	4484946	4484952	268	1.6e-24	3.33e-23
chr1	4491343	4491344	338	3.63e-54	1.96e-52
chr1	4517449	4517482	159	1.08e-25	2.32e-24
chr1	4539009	4539017	103	5.52e-07	6.78e-06
chr1	4541310	4541311	148	3.06e-21	5.75e-20
chr1	4555899	4555899	133	9.71e-16	1.56e-14
chr1	4584664	4584670	211	2.7e-42	9.89e-41
chr1	4591542	4591544	264	4.04e-71	3.79e-69
chr1	4604505	4604507	125	4.28e-13	6.36e-12
chr1	4611292	4611300	219	3.11e-55	1.73e-53
chr1	4628686	4628691	126	2.05e-13	3.08e-12
chr1	4642757	4642758	156	1.91e-24	3.96e-23
chr1	4679335	4679364	171	6.4e-31	1.62e-29
chr1	4688385	4688393	130	1.01e-14	1.57e-13
chr1	4756074	4756074	260	1.16e-79	1.41e-77
chr1	4776117	4776118	172	2.26e-31	5.8e-30
chr1	4785885	4785888	136	8.76e-17	1.45e-15
chr1	4810983	4811006	179	3.6e-30	8.92e-29
chr1	4817064	4817066	136	1.64e-12	2.41e-11
chr1	4824000	4824003	168	1.41e-29	3.4e-28
chr1	4835374	4835380	277	2.88e-84	3.99e-82
chr1	4860397	4860399	217	4.01e-54	2.15e-52
chr1	4895510	4895524	368	5.91e-106	1.62e-103
chr1	4910403	4910453	192	6.31e-41	2.21e-39
chr1	4925045	4925099	123	1.82e-12	2.65e-11
chr1	4930841	4930854	267	1.21e-71	1.16e-69
chr1	4947178	4947180	113	1.54e-09	2.04e-08
chr1	5028863	5028863	126	2.05e-13	3.08e-12
chr1	5065311	5065312	290	3.5e-79	4.2e-77
chr1	5066076	5066082	328	4.96e-108	1.45e-105
chr1	5096205	5096205	258	2.12e-78	2.47e-76
chr1	5104917	5104917	194	6.21e-42	2.25e-40
chr1	5133038	5133039	318	4.16e-84	5.71e-82
chr1	5150828	5150856	112	2.88e-09	3.8e-08
chr1	5181446	5181450	233	3.52e-54	1.91e-52
chr1	5202266	5202267	165	2e-07	2.49e-06
chr1	5204150	5204161	221	4.19e-20	7.67e-19
chr1	5211552	5211554	214	7.18e-33	1.95e-31
chr1	5239397	5239399	187	5.77e-20	1.05e-18
chr1	5241642	5241642	152	1.66e-09	2.21e-08
chr1	5254726	5254729	129	2.17e-14	3.34e-13
chr1	5266465	5266468	177	3.45e-25	7.3e-24
chr1	5327507	5327511	187	1.89e-38	6.06e-37
chr1	5354341	5354341	137	3.87e-17	6.46e-16
chr1	5364573	5364573	108	3.26e-08	4.16e-07
chr1	5379886	5379887	197	1.85e-43	7.02e-42
chr1	5380429	5380430	197	1.85e-43	7.02e-42
chr1	5430198	5430391	163	2.15e-27	4.87e-26
chr1	5455287	5455299	203	1.73e-29	4.17e-28
chr1	5458238	5458240	151	4.97e-12	7.15e-11
chr1	5464185	5464185	164	6.02e-20	1.09e-18
chr1	5472134	5472137	168	1.41e-29	3.4e-28
chr1	5540675	5540698	141	1.37e-18	2.39e-17
chr1	5562374	5562463	128	4.62e-14	7.06e-13
chr1	5623093	5623093	187	1.89e-38	6.06e-37
chr1	5667539	5667548	111	2.35e-08	3.02e-07
chr1	5671035	5671051	156	4.22e-20	7.74e-19
chr1	5677568	5677568	280	5.02e-85	7.16e-83
chr1	5701675	5701677	269	3.91e-50	1.84e-48
chr1	5708775	5708776	201	9.83e-39	3.2e-37
chr1	5821126	5821220	119	2.97e-11	4.17e-10
chr1	5966591	5966592	137	3.87e-17	6.46e-16
chr1	5977059	5977060	209	9.31e-50	4.32e-48
chr1	6047475	6047483	287	2.64e-97	5.56e-95
chr1	6055236	6055315	131	4.66e-15	7.34e-14
chr1	6073353	6073353	116	1.83e-08	2.35e-07
chr1	6076045	6076045	126	4.01e-09	5.28e-08
chr1	6078005	6078045	136	3.64e-14	5.59e-13
chr1	6113877	6113878	237	1.39e-65	1.08e-63
chr1	6121750	6121756	159	9.47e-24	1.93e-22
chr1	6125740	6125740	174	2.76e-32	7.32e-31
chr1	6145168	6145170	110	9.86e-09	1.28e-07
chr1	6166216	6166245	117	1.15e-10	1.57e-09
chr1	6167165	6167167	112	2.88e-09	3.8e-08
chr1	6167805	6168062	121	7.47e-12	1.07e-10
chr1	6182918	6182937	148	3.06e-21	5.75e-20
chr1	6193021	6193022	421	4.96e-140	3.94e-137
chr1	6203429	6203430	173	8.53e-29	2.03e-27
chr1	6209518	6209520	143	2.48e-19	4.42e-18
chr1	6247189	6247190	442	3.04e-188	1.12e-184
chr1	6252956	6252964	111	7.17e-08	9.06e-07
chr1	6271092	6271095	115	4.27e-10	5.77e-09
chr1	6275755	6275776	135	7.12e-12	1.02e-10
chr1	6279596	6279598	144	6.15e-07	7.55e-06
chr1	6283199	6283202	156	5.21e-17	8.69e-16
chr1	6283952	6283959	145	3.91e-13	5.84e-12
chr1	6294709	6294710	136	8.76e-17	1.45e-15
chr1	6307167	6307169	105	1.83e-07	2.28e-06
chr1	6342791	6342795	127	9.78e-14	1.48e-12
chr1	6351015	6351020	190	3.05e-37	9.44e-36
chr1	6356853	6356939	112	2.88e-09	3.8e-08
chr1	6401686	6401689	113	1.54e-09	2.04e-08
chr1	6410095	6410097	236	5.42e-65	4.11e-63
chr1	6421660	6421661	109	1.8e-08	2.32e-07
chr1	6428592	6428595	158	2.84e-25	6.01e-24
chr1	6435258	6435261	106	1.04e-07	1.3e-06
chr1	6451636	6451637	126	2.05e-13	3.08e-12
chr1	6479928	6479928	110	9.86e-09	1.28e-07
chr1	6491736	6491738	105	1.83e-07	2.28e-06
chr1	6546493	6546494	467	2.19e-150	2.43e-147
chr1	6560031	6560032	211	2.69e-35	7.86e-34
chr1	6566127	6566129	271	8.34e-47	3.53e-45
chr1	6569939	6569943	159	8.08e-08	1.02e-06
chr1	6570845	6570846	163	6.23e-11	8.64e-10
chr1	6584724	6584726	191	1.99e-40	6.87e-39
chr1	6585735	6585737	193	1.98e-41	7.07e-40
chr1	6587148	6587151	116	3.53e-07	4.35e-06
chr1	6617330	6617331	114	8.14e-10	1.09e-08
chr1	6634971	6634973	114	8.14e-10	1.09e-08
chr1	6643398	6643399	195	8.28e-33	2.24e-31
chr1	6647150	6647150	150	2.13e-11	3.01e-10
chr1	6657258	6657261	207	1.42e-36	4.34e-35
chr1	6662917	6662920	179	2.06e-31	5.33e-30
chr1	6681700	6681743	297	1.57e-64	1.18e-62
chr1	6710232	6710233	140	3.2e-18	5.51e-17
chr1	6711130	6711133	158	2.84e-25	6.01e-24
chr1	6719722	6719723	121	7.47e-12	1.07e-10
chr1	6726477	6726477	111	5.35e-09	7e-08
chr1	6777613	6777671	123	1.82e-12	2.65e-11
chr1	6783686	6783689	150	5.03e-22	9.69e-21
chr1	6798827	6798831	224	1.56e-45	6.39e-44
chr1	6799354	6799358	236	7.69e-44	2.96e-42
chr1	6804235	6804235	234	1.03e-33	2.88e-32
chr1	6824348	6824349	129	2.17e-14	3.34e-13
chr1	6838676	6838677	199	1.73e-44	6.81e-43
chr1	6846899	6847028	147	7.48e-21	1.39e-19
chr1	6856774	6856778	128	4.62e-14	7.06e-13
chr1	6883695	6883700	144	1.05e-19	1.88e-18
chr1	6884214	6884217	145	4.37e-20	7.95e-19
chr1	6892817	6892818	259	1.49e-69	1.32e-67
chr1	6899338	6899339	147	1.08e-11	1.54e-10
chr1	6907372	6907372	199	5.08e-35	1.47e-33
chr1	6922496	6922498	489	1.85e-63	1.33e-61
chr1	6924031	6924033	691	1.06e-176	2.69e-173
chr1	7022106	7022114	143	2.48e-19	4.42e-18
chr1	7031914	7031917	190	6.27e-40	2.12e-38
chr1	7037984	7037984	205	6.31e-43	2.35e-41
chr1	7044387	7044391	153	3.73e-21	7e-20
chr1	7050373	7050381	183	1.64e-36	4.96e-35
chr1	7061699	7061716	112	2.88e-09	3.8e-08
chr1	7077203	7077204	257	8.98e-78	1.03e-75
chr1	7092322	7092324	194	6.21e-42	2.25e-40
chr1	7103108	7103109	215	2.21e-40	7.62e-39
chr1	7104375	7104401	218	4.98e-41	1.76e-39
chr1	7105438	7105439	157	1.05e-13	1.59e-12
chr1	7106200	7106208	139	9.02e-09	1.18e-07
chr1	7157755	7157756	453	8.16e-138	6.08e-135
chr1	7177665	7177666	288	1.44e-85	2.09e-83
chr1	7256295	7256299	163	2.15e-27	4.87e-26
chr1	7264866	7264866	198	3.81e-33	1.04e-31
chr1	7269756	7269759	144	1.15e-10	1.58e-09
chr1	7277380	7277387	191	2.54e-40	8.72e-39
chr1	7291571	7291588	271	8.52e-61	5.64e-59
chr1	7292427	7292428	317	1.84e-95	3.69e-93
chr1	7311141	7311175	259	3.25e-62	2.26e-60
chr1	7319643	7319644	276	1.96e-43	7.42e-42
chr1	7337320	7337321	253	2.17e-45	8.77e-44
chr1	7403629	7403629	158	2.84e-25	6.01e-24
chr1	7409534	7409536	129	2.17e-14	3.34e-13
chr1	7436951	7437013	171	6.4e-31	1.62e-29
chr1	7443866	7443873	184	2.81e-29	6.76e-28
chr1	7451133	7451133	278	7.62e-69	6.62e-67
chr1	7460114	7460131	207	2.86e-34	8.1e-33
chr1	7465816	7465852	164	7.97e-28	1.82e-26
chr1	7499212	7499214	224	6.78e-38	2.14e-36
chr1	7502475	7502479	205	9.42e-27	2.09e-25
chr1	7654329	7654333	238	3.55e-66	2.8e-64
chr1	7683707	7683710	201	3.26e-29	7.85e-28
chr1	7769436	7769440	220	8.58e-56	4.86e-54
chr1	7781660	7781661	193	1.98e-41	7.07e-40
chr1	7813381	7813382	215	5.09e-53	2.64e-51
chr1	7863661	7863662	130	1.01e-14	1.57e-13
chr1	7869927	7869928	245	2.25e-70	2.05e-68
chr1	7878887	7878890	125	4.28e-13	6.36e-12
chr1	7885722	7885750	116	2.22e-10	3.02e-09
chr1	7892480	7892482	158	2.84e-25	6.01e-24
chr1	7924885	7924887	439	3.03e-93	5.64e-91
chr1	7928996	7928998	234	4.73e-08	6.02e-07
chr1	7956036	7956037	128	4.62e-14	7.06e-13
chr1	7969090	7969094	188	6.1e-39	1.99e-37
chr1	7976719	7976720	251	4.82e-74	4.93e-72
chr1	7992418	7992422	144	1.06e-12	1.56e-11
chr1	7998574	7998575	256	2.6e-56	1.51e-54
chr1	7999301	7999313	275	1.81e-68	1.54e-66
chr1	8012707	8012743	216	1.43e-53	7.57e-52
chr1	8023308	8023308	312	1.91e-76	2.11e-74
chr1	8040973	8040975	272	2.98e-82	3.92e-80
chr1	8073071	8073072	360	2.44e-128	1.31e-125
chr1	8081328	8081370	191	4.12e-32	1.09e-30
chr1	8124877	8124878	166	1.07e-28	2.52e-27
chr1	8125732	8125734	155	4.92e-24	1e-22
chr1	8141148	8141297	223	4.1e-34	1.15e-32
chr1	8146155	8146158	188	8.78e-24	1.79e-22
chr1	8156827	8156836	334	1.37e-130	8.03e-128
chr1	8174150	8174150	213	6.34e-52	3.17e-50
chr1	8198781	8198784	176	3.31e-33	9.02e-32
chr1	8228402	8228445	119	2.97e-11	4.17e-10
chr1	8259717	8259720	169	5.05e-30	1.24e-28
chr1	8277534	8277555	415	1.43e-180	4.09e-177
chr1	8283628	8283629	154	1.14e-16	1.88e-15
chr1	8302074	8302215	195	1.94e-42	7.1e-41
chr1	8311910	8311911	153	9.34e-17	1.54e-15
chr1	8317240	8317248	263	1.45e-81	1.86e-79
chr1	8345633	8345728	158	2.84e-25	6.01e-24
chr1	8354147	8354151	198	5.68e-44	2.19e-42
chr1	8381501	8381505	378	4.67e-109	1.42e-106
chr1	8390989	8390989	445	2.3e-132	1.44e-129
chr1	8404197	8404198	157	7.39e-25	1.55e-23
chr1	8451552	8451629	119	2.97e-11	4.17e-10
chr1	8487253	8487255	233	3.13e-63	2.24e-61
chr1	8520172	8520173	233	3.13e-63	2.24e-61
chr1	8546825	8546827	201	1.59e-45	6.45e-44
chr1	8584038	8584040	167	3.89e-29	9.3e-28
chr1	8602349	8602352	134	4.39e-16	7.1e-15
chr1	8608005	8608007	198	5.68e-44	2.19e-42
chr1	8623010	8623012	140	3.2e-18	5.51e-17
chr1	8648142	8648148	185	1.78e-37	5.54e-36
chr1	8655384	8655386	195	1.62e-34	4.63e-33
chr1	8661061	8661062	227	5.53e-39	1.82e-37
chr1	8665594	8665596	192	5.01e-15	7.88e-14
chr1	8669553	8669556	162	1.19e-21	2.28e-20
chr1	8682835	8682836	180	4.43e-35	1.28e-33
chr1	8699530	8699538	150	5.03e-22	9.69e-21
chr1	8708678	8708679	147	2.33e-15	3.7e-14
chr1	8711304	8711317	160	5.09e-09	6.69e-08
